,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease_of_use,effective,efficient
26285,Garden,142217,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-22T00:00:00,2022,6,25,Easy way to kill crabgrass,"[This review was collected as part of a promotion.] If youre looking for an easy way to kill crabgrass and weeds, this Ready-to-Spray killer is a great option! Just attach the bottle to your hose and its good to go. This is great if you have a really big weed issue. I only gave 4 stars because I am not the biggest fan of a hose spray if you dont have a large problem with weeds.",syndicated reviews,13.47,4,0,0,0,Yes,"[this review was collected as part of a promotion.] if youre looking for an easy way to kill crabgrass and weeds, this ready-to-spray killer is a great option! just attach the bottle to your hose and its good to go. this is great if you have a really big weed issue. i only gave 4 stars because i am not the biggest fan of a hose spray if you dont have a large problem with weeds.",6/22/2022,76,positive,,1,1,
2314,Garden,19469,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/t/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2021-07-16T00:00:00,2021,7,28,Im going to repeat the treatment. Maybe this time itll...,Im going to repeat the treatment. Maybe this time itll kill them all.,organic reviews,14.97,4,0,0,0,No,im going to repeat the treatment. maybe this time itll kill them all.,7/16/2021,13,neutral,,,1,1
26064,Garden,141996,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-14T00:00:00,2022,6,24,It Works,"[This review was collected as part of a promotion.] I applied the weed killer and within 12 hours you could see the product start to work. Upfront, I feel the product works well and does what it says it will do. Ill report back after a few days.",syndicated reviews,15.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i applied the weed killer and within 12 hours you could see the product start to work. upfront, i feel the product works well and does what it says it will do. ill report back after a few days.",6/14/2022,48,neutral,,,1,1
17128,Garden,110702,Image Herbicide for St. Augustinegrass & Centipedegrass Concentrate,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594320,303594294,Yes,2022-04-27T00:00:00,2022,4,17,Great service.,"Arrived quickly, with no issues concerning packaging!",organic reviews,10.32,5,0,0,0,No,"arrived quickly, with no issues concerning packaging!",4/27/2022,7,neutral,,1,,
26240,Garden,142172,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-18T00:00:00,2022,6,24,Best Solution for Tackling Weed,[This review was collected as part of a promotion.] It is very effective on Weed and crab grass. We live in southern Texas and crabgrass is common issue. I have 5000 Sqft lawn ( front and Back). i Can was good enough to cover the complete 5000 Sq ft. I have applied the complete container on the lawn and after 3 days weed started to run yellow. Although IT has strong smell. You should stay out of your backyard for 2-3 days. It was easy to apply. Just plug in the water pipe and spray it. I am very satisfied with the product.,syndicated reviews,13.47,5,3,0,0,Yes,[this review was collected as part of a promotion.] it is very effective on weed and crab grass. we live in southern texas and crabgrass is common issue. i have 5000 sqft lawn ( front and back). i can was good enough to cover the complete 5000 sq ft. i have applied the complete container on the lawn and after 3 days weed started to run yellow. although it has strong smell. you should stay out of your backyard for 2-3 days. it was easy to apply. just plug in the water pipe and spray it. i am very satisfied with the product.,6/18/2022,103,positive,,1,1,
1675,Garden,12447,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/t/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2021-09-03T00:00:00,2021,9,35,Product works great!...,Product works great!,organic reviews,20.97,5,0,0,0,No,product works great!,9/3/2021,3,positive,,,1,
24515,Garden,140446,IMAGE Noxall 10 lb,http://www.homedepot.com/p/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2022-06-15T00:00:00,2022,6,24,Stained concrete pavers...,Stained concrete pavers,organic reviews,34.97,1,0,0,0,No,stained concrete pavers,6/15/2022,3,negative,,,1,
14864,Garden,90148,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-04-14T00:00:00,2022,4,15,Results were not good sprayed yard and two weeks later...,Results were not good sprayed yard and two weeks later still purple weeds growing strong,organic reviews,15.47,1,0,0,0,No,results were not good sprayed yard and two weeks later still purple weeds growing strong,4/14/2022,15,negative,,,1,
27573,Garden,143505,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2022-06-28T00:00:00,2022,6,26,Good on tough weeds!,[This review was collected as part of a promotion.] This all-in-one killer really helped with some stubborn weeds I had in my lawn. It took care of nut sedge and clover that I had.,syndicated reviews,21.98,4,0,0,0,Yes,[this review was collected as part of a promotion.] this all-in-one killer really helped with some stubborn weeds i had in my lawn. it took care of nut sedge and clover that i had.,6/28/2022,34,positive,,,1,
12133,Garden,74048,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-02-22T00:00:00,2022,2,8,Works slow but does a excellent job....,Works slow but does a excellent job.,organic reviews,24.56,5,0,0,0,No,works slow but does a excellent job.,2/22/2022,7,positive,,,1,1
24126,Garden,140056,Image Kills Nutsedge Concentrate,https://www.amazon.com.com/dp/B000ONXGLS,Amazon,ImageforWeeds,B000ONXGLS,B000ONXGLS,No,2022-06-16T00:00:00,2022,6,24,It works,It kills poa Anna,organic reviews,16.47,5,0,0,0,No,it kills poa anna,6/16/2022,4,positive,,,1,
1667,Garden,12360,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/t/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2021-08-21T00:00:00,2021,8,33,Not convinced,"Used this for nutsedge about 8 weeks ago. Nothing was killed and it us growing out of control. Will try once more, as this is the only product I found that specifically mentioned nutsedge. Frustrated!",syndicated reviews,20.97,2,0,0,0,No,"used this for nutsedge about 8 weeks ago. nothing was killed and it us growing out of control. will try once more, as this is the only product i found that specifically mentioned nutsedge. frustrated!",8/21/2021,35,negative,,,1,
13465,Garden,78138,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-03-22T00:00:00,2022,3,12,"The product worked well to kill the weeds. However, I...","The product worked well to kill the weeds. However, I bought 3 bottles and one did not dispense properly (didnt feed enough product per gallon). Had to pour into other bottle.",organic reviews,13.47,4,0,0,0,No,"the product worked well to kill the weeds. however, i bought 3 bottles and one did not dispense properly (didnt feed enough product per gallon). had to pour into other bottle.",3/22/2022,31,neutral,,1,1,
17030,Garden,110604,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-05-05T00:00:00,2022,5,18,Too soon to say for sure that the product will...,Too soon to say for sure that the product will perform as advertised; but we are still hopeful.,organic reviews,22.26,4,0,0,0,No,too soon to say for sure that the product will perform as advertised; but we are still hopeful.,5/5/2022,18,neutral,,,1,
7385,Garden,67257,Image All-In-One Weed Killer Ready-to-Spray,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-24-oz-Ready-to-Spray/180315212?selected=true,Walmart,ImageforWeeds,180315212,180315212,No,2021-07-14T00:00:00,2021,7,28,Weeds gone!,[This review was collected as part of a promotion.] I have tried a few different brands of weed killer and by far this one is the best! I have clover running all over my yard I used Image all in one weed killer and within 3-4 days I could tell a difference!,organic reviews,20.18,5,0,0,0,Yes,[this review was collected as part of a promotion.] i have tried a few different brands of weed killer and by far this one is the best! i have clover running all over my yard i used image all in one weed killer and within 3-4 days i could tell a difference!,7/14/2021,52,positive,,,1,1
26273,Garden,142205,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-14T00:00:00,2022,6,24,It Works,"[This review was collected as part of a promotion.] I applied the weed killer and within 12 hours you could see the product start to work. Upfront, I feel the product works well and does what it says it will do. Ill report back after a few days.",syndicated reviews,13.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i applied the weed killer and within 12 hours you could see the product start to work. upfront, i feel the product works well and does what it says it will do. ill report back after a few days.",6/14/2022,48,neutral,,,1,1
18914,Garden,130358,IMAGE Noxall 10 lb,http://www.homedepot.com/p/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2022-05-14T00:00:00,2022,5,19,Didnt work,"Save your money, it didnt work.  I spread it in my gravel walkway and watered it down per the instructions. Weeds didnt even wilt.",organic reviews,34.97,1,1,0,0,No,"save your money, it didnt work.  i spread it in my gravel walkway and watered it down per the instructions. weeds didnt even wilt.",5/14/2022,25,negative,1,,1,
26021,Garden,141953,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Im surprised,"[This review was collected as part of a promotion.] Im surprised how well it works, I would buy this in the store",syndicated reviews,15.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] im surprised how well it works, i would buy this in the store",6/28/2022,22,positive,,,1,
26012,Garden,141944,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-18T00:00:00,2022,6,24,Really works,[This review was collected as part of a promotion.] I love this product. Very simple to use and works great. I had patches in my gravel where grass was coming through and this killed the grass so quickly. It turned brown in days of use. Will buy again.,syndicated reviews,15.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] i love this product. very simple to use and works great. i had patches in my gravel where grass was coming through and this killed the grass so quickly. it turned brown in days of use. will buy again.,6/18/2022,48,positive,,1,1,1
2425,Garden,21035,Image Herbicide for St. Augustinegrass & Centipedegrass Concentrate,http://www.homedepot.com/p/t/303594320,Homedepot,ImageforWeeds,303594320,303594294,Yes,2021-10-29T00:00:00,2021,10,43,Great weed control,Works great for most weeds. I noticed a big improvement a few days after applying the product. Its easy to use too. I have St. Augustine grass in my yard.,organic reviews,12.98,5,0,0,0,No,works great for most weeds. i noticed a big improvement a few days after applying the product. its easy to use too. i have st. augustine grass in my yard.,10/29/2021,30,positive,,1,1,
2304,Garden,19408,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/t/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2021-07-28T00:00:00,2021,7,30,"Its works, but doesnt kill what it need it to...","Its works, but doesnt kill what it need it to do. I have a Lot of crab grass.",organic reviews,14.97,3,0,0,0,No,"its works, but doesnt kill what it need it to do. i have a lot of crab grass.",7/28/2021,18,negative,,,1,
25911,Garden,141843,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-27T00:00:00,2022,6,26,Not sure of effectiveness on young plants,"[This review was collected as part of a promotion.] I received this to sample in mid-June. Our weeds are already established here in N Texas by this time, but I tried the spray anyway. It did seem to kill what was above ground, but the roots are pretty deep already here, so it did not kill it off completely. I hope to try again in the early spring when it will be more beneficial.",syndicated reviews,15.47,3,0,0,0,Yes,"[this review was collected as part of a promotion.] i received this to sample in mid-june. our weeds are already established here in n texas by this time, but i tried the spray anyway. it did seem to kill what was above ground, but the roots are pretty deep already here, so it did not kill it off completely. i hope to try again in the early spring when it will be more beneficial.",6/27/2022,74,neutral,,,1,
17026,Garden,110600,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-05-04T00:00:00,2022,5,18,Bluegrass and Nut Grass Killer,I bought this to kill Nut Grass - has worked well in the past but seems to be working slower this time.  Still recommend it for that and Annual Blue Grass,organic reviews,22.26,3,0,0,0,No,i bought this to kill nut grass - has worked well in the past but seems to be working slower this time.  still recommend it for that and annual blue grass,5/4/2022,32,positive,,,1,
26183,Garden,142115,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-13T00:00:00,2022,6,24,"Not bad, does its job","[This review was collected as part of a promotion.] I have several diffrent types of weeds thru out my front around. So I decided to give this a try. I will say that after a few days I already start to notice a diffrence. To be honest with you, it was a little discouraging at first. As most of my yard was covered in green weeds, I did not notice how much I was short on the grass. But now that the weed are starting to die off, I am hoping the grass shall have free run of my yard, and should be able to fill in pretty quickly.",syndicated reviews,13.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i have several diffrent types of weeds thru out my front around. so i decided to give this a try. i will say that after a few days i already start to notice a diffrence. to be honest with you, it was a little discouraging at first. as most of my yard was covered in green weeds, i did not notice how much i was short on the grass. but now that the weed are starting to die off, i am hoping the grass shall have free run of my yard, and should be able to fill in pretty quickly.",6/13/2022,109,neutral,,,1,1
26189,Garden,142121,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-08T00:00:00,2022,6,23,Waste of Money: Used both application neither one worked. Followed...,Waste of Money: Used both application neither one worked. Followed direction on label.,organic reviews,13.47,1,0,0,0,No,waste of money: used both application neither one worked. followed direction on label.,6/8/2022,13,negative,1,,1,
26133,Garden,142065,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-13T00:00:00,2022,6,24,compact easy to handle,"[This review was collected as part of a promotion.] easy to hook up ,has an easy spray and does a large area .i would reccomend it to my friends and family, as vines and weeds are an issue.",syndicated reviews,13.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] easy to hook up ,has an easy spray and does a large area .i would reccomend it to my friends and family, as vines and weeds are an issue.",6/13/2022,38,positive,,1,,
17112,Garden,110686,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-05-04T00:00:00,2022,5,18,Did not kill any crabgrass or weeds in my lawn....,Did not kill any crabgrass or weeds in my lawn. One star because it at least didnt kill my grass.,organic reviews,13.47,1,0,0,0,No,did not kill any crabgrass or weeds in my lawn. one star because it at least didnt kill my grass.,5/4/2022,20,negative,,,1,
10579,Garden,72171,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-01-06T00:00:00,2022,1,1,Easy and simple preparation as well as application....,Easy and simple preparation as well as application.,organic reviews,20.47,5,0,0,0,No,easy and simple preparation as well as application.,1/6/2022,8,positive,,1,,
17104,Garden,110678,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-05-04T00:00:00,2022,5,18,This stuff works wonders on a weed filled yard. Easy...,This stuff works wonders on a weed filled yard. Easy to use and actually works when the directions are followed.,organic reviews,15.47,5,0,0,0,No,this stuff works wonders on a weed filled yard. easy to use and actually works when the directions are followed.,5/4/2022,20,positive,,1,1,
12781,Garden,76057,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-03-10T00:00:00,2022,3,10,The product works very well it works within a couple...,The product works very well it works within a couple of weeks,organic reviews,20.47,4,0,0,0,No,the product works very well it works within a couple of weeks,3/10/2022,12,positive,,,1,1
4947,Garden,56421,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2021-07-08T00:00:00,2021,7,27,Kills weeds!,"[This review was collected as part of a promotion.] Image All-In-One Weed killer is a great product to use if you have those pesky, unwanted weeds messing up your beautiful lawn. The bottle hooks easily to your hose for a nice ready to spray coverage. I found slow and steady was the best way to apply this product evenly. After around 4 days I noticed a significant decrease in the amount of crabgrass and other weeds in my yard. I will be switching to this product as it worked better than my previous weed killer. I would recommend this purchase!",syndicated reviews,20.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] image all-in-one weed killer is a great product to use if you have those pesky, unwanted weeds messing up your beautiful lawn. the bottle hooks easily to your hose for a nice ready to spray coverage. i found slow and steady was the best way to apply this product evenly. after around 4 days i noticed a significant decrease in the amount of crabgrass and other weeds in my yard. i will be switching to this product as it worked better than my previous weed killer. i would recommend this purchase!",7/8/2021,100,positive,,,1,
26055,Garden,141987,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-13T00:00:00,2022,6,24,Works fast!,[This review was collected as part of a promotion.] This product was effective and fast. I used it on some clover along the path to the door and it killed the clover.,syndicated reviews,15.47,5,1,0,0,Yes,[this review was collected as part of a promotion.] this product was effective and fast. i used it on some clover along the path to the door and it killed the clover.,6/13/2022,32,positive,,,1,1
26123,Garden,142055,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-14T00:00:00,2022,6,24,Works Great,[This review was collected as part of a promotion.] I tried this Central Garden & Pet - Image Lawn Weed and Crabgrass Killer Ready-To-Spray on my yard and it worked great. It was very easy to use and dried quickly. The instructions are right on the bottle; theyre clear and easy to understand. It did a great job or killing weeds but not my lawn.,syndicated reviews,13.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] i tried this central garden & pet - image lawn weed and crabgrass killer ready-to-spray on my yard and it worked great. it was very easy to use and dried quickly. the instructions are right on the bottle; theyre clear and easy to understand. it did a great job or killing weeds but not my lawn.,6/14/2022,65,positive,,1,1,1
27606,Garden,143538,Image Herbicide for St. Augustinegrass & Centipedegrass Concentrate,https://www.lowes.com/pd/IMAGE-Southern-Lawn-32-fl-oz-Concentrated-Lawn-Weed-Killer/1000595001,Lowes,ImageforWeeds,1000595001,1000595001,No,2022-06-28T00:00:00,2022,6,26,Kills weeds dead,"[This review was collected as part of a promotion.] The Image for Weeds Southern Lawn worked great at controlling and killing weeds in my lawn. The product was very easy to mix and spray. The effects took a few days to start, but then it really took off and killed most of the weeds. A second application may be necessary.",syndicated reviews,14.18,5,3,0,0,Yes,"[this review was collected as part of a promotion.] the image for weeds southern lawn worked great at controlling and killing weeds in my lawn. the product was very easy to mix and spray. the effects took a few days to start, but then it really took off and killed most of the weeds. a second application may be necessary.",6/28/2022,60,positive,,1,1,
26005,Garden,141937,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-20T00:00:00,2022,6,25,Super easy,[This review was collected as part of a promotion.] WOW!!! This product worked so fast and so easy to use. I sprayed it on at night and let it soak over night and it killed all of the crabgrass and weeds. I was shocked that it worked so fast and it didnt harm the good grass!!,syndicated reviews,15.47,5,5,0,0,Yes,[this review was collected as part of a promotion.] wow!!! this product worked so fast and so easy to use. i sprayed it on at night and let it soak over night and it killed all of the crabgrass and weeds. i was shocked that it worked so fast and it didnt harm the good grass!!,6/20/2022,56,positive,,1,1,1
